source_type,source_row_index,spotify_track_id,isrc,track_name,artist_names,duration_ms,event_time,time_range,rank,playlist_id,playlist_name,playlist_position,match_status,match_method,matched_ds001_id,matched_song,matched_artist,duration_delta_ms,reason,preference_weight
top_tracks,251,4aZUYGauusCsBAsczI7Jxw,GBAYD8300166,La Bella Franceschina - 1989 Digital Remaster,The King's Singers | Consort Of Musicke,140933,,short_term,251,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,252,4avPNbmKfQNJiPu9TpEMov,GBAYD8300179,Il est bel et bon,The King's Singers | Consort Of Musicke,85133,,short_term,252,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,253,4cURHmiuYii52BVbhrGbv0,USSM19300282,"Lullabye (Goodnight, My Angel)",Billy Joel,213871,,short_term,253,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,254,4dqMAEfqK4lsZjH64lEkRM,GBAYD8300177,"La, la, la, je ne I'ose dire",The King's Singers,45933,,short_term,254,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,255,4fxyKcvjqk5Bx6JdMNngR9,GBAYD0700478,Night and Day,Cole Porter | The King's Singers,235000,,short_term,255,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,259,5Ac1kgBTTTGb1fs6xhE0MV,GBAYD0800101,Du armes girl vom Chor,N. Doughaby | The King's Singers,165000,,short_term,259,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,260,5JWvdZfzBFtAWOvBBDqxYZ,GBAYD8300181,Margot labourez les vignes,The King's Singers,67733,,short_term,260,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,261,5Px8cTAayT3olf6VHBtaJr,GBAYD8300174,The Silver swan - 1989 Digital Remaster,The King's Singers | Jeremy Jackman | Consort Of Musicke,83693,,short_term,261,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,263,5ZL2sx8wZreUNEFjOntteH,GBAAN8100006,Tenderness,Marianne Faithfull,233000,,short_term,263,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,264,5Zx0q0KM8ZeAoFosoHMC5V,GBAYD8200084,Fine knacks for ladies,Spencer | The King's Singers,147000,,short_term,264,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,265,5bcR4vGBb5i71EpiQWmUrb,GBAYD8300168,Alla cazza - 1989 Digital Remaster,The King's Singers,76133,,short_term,265,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,267,5k2o3kOdJtx02db2WHexwg,GBAYD8300171,Of all the birds that I do know - 1989 Digital Remaster,Anthony Rooley | The King's Singers,136226,,short_term,267,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,268,5mMZ53OfxBFfpqWoAFAkk7,GBAYD0800092,Mein kleiner grüner Kaktus,Bert Reisfeld | The King's Singers,132000,,short_term,268,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,271,68D1lmwm6PZdE2VUSoiqy8,GBAYD8300195,Herzliebstes Bild - 1989 Digital Remaster,Anthony Rooley | The King's Singers,96666,,short_term,271,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,273,6Vjk8MNXpQpi0F4BefdTyq,USAT21300969,Kashmir - Remaster,Led Zeppelin,517125,,short_term,273,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,276,6gB2AtpNVVjj2V5F2yqRAj,GBAYD8300173,Fair Phyllis I saw sitting all alone - 1989 Digital Remaster,The King's Singers,78066,,short_term,276,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,278,6m9JFxOe0o8uad26OYDdc8,GBAYD8300189,La Bomba - 1989 Digital Remaster,The King's Singers,536066,,short_term,278,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,279,6t3yK6hxZBlYEWmEobjabR,GBAYD8300186,Triste estaba el rey David - 1989 Digital Remaster,Anthony Rooley | The King's Singers,129306,,short_term,279,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,280,6yzncbcf7P70Dne8sqVzr8,GBAYD0800093,Creole Love Call,Duke Ellington | The King's Singers,182000,,short_term,280,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,282,7GK6EcM02e3uqYtDClEtXI,GBAYD8400150,"Veronika, der Lenz ist da",Walter Jurmann | The King's Singers,152000,,short_term,282,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,284,7aN9EIdrXZaZObxMeajXYZ,UK4YE1300061,To Be with You Again - Unplugged,Level 42,274599,,short_term,284,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,285,7b4L2Hx4gAnpZvhhTBpJ9g,GBAAN8600004,Freedom Overspill,Steve Winwood,337333,,short_term,285,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,287,7iOm7tuQZeqXqzBZJ14CSM,GBCBR0402642,Where Are You Now,Nazareth,233853,,short_term,287,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,288,1PT3zNAnVCN2CjeYaTcQH7,GBAYD0700480,"The Barber of Seville, Overture",Gioachino Rossini | The King's Singers,207000,,short_term,288,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,289,3VbGCXWRiouAq8VyMYN2MI,GBAYE0601417,Love Me Do - Remastered 2009,The Beatles,141693,,short_term,289,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,290,07KavU3KM6SwZQUElsG6av,GBAKW8401062,The Chant Has Begun - Power Mix,Level 42 | Mark King | Gregg Jackman,481349,,short_term,290,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,291,0KQlYA88cnOftc7SFhWv5U,US38Y2529297,Little Life,Robert Gromotka,148863,,short_term,291,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,293,1hcI2TWBGj9bRLhP1kvCmM,QZES92146833,Range Rover,Ben Rector | Steve Winwood,200346,,short_term,293,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,294,254poIi2T5QaPnxgbDg3Qb,GX5MY2303488,Audio Calibration,Audio Test Pink Noise,222168,,short_term,294,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,298,591vZVHhDqpGPdfrJl6KmK,SE6HN2173664,Penn Ar Roch - Instrumental Version,Santiago Melo,172062,,short_term,298,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,299,5b3C40EzC5DBit14cLfby8,GBCBR0402575,Dream On,Nazareth,204826,,short_term,299,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,300,6KWmh3bKdKQmqLdSvkVhVB,GBAYC8806617,Simon / Arr Cullen: America,David Cullen | Paul Simon | The King's Singers | Carl Davis | English Chamber Orchestra,241733,,short_term,300,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,301,7IVkyo8IVhPsRuZwdfpoLo,USSM10502921,"Violin Partita No. 2 in D Minor, BWV 1004: V. Ciaccona",Johann Sebastian Bach | Hilary Hahn,1067026,,short_term,301,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,303,7dmiCodd3eGiA1KkU6yjIt,DEF059430529,"Le nozze di Figaro, K. 492, Act II: No. 13, Venite inginocchiatevi",Wolfgang Amadeus Mozart | Sylvia McNair | Wiener Philharmoniker | Claudio Abbado,164000,,short_term,303,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,305,1iCbAqODmFfdXPN45ia31b,ITB006400699,Per un pugno di dollari - Titoli,Ennio Morricone,178173,,short_term,305,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,307,59a4aoXHvFGrEOyw1PrvbH,GBAAA0700078,Deep in the Motherlode - 2007 Remaster,Genesis,315786,,short_term,307,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,308,6s2cfFpeV0zjME5NQrIowl,FRZ208901024,"Paganini: 24 Caprices, Op. 1: No. 24 in A Minor",Niccolò Paganini | Alexander Markov,304026,,short_term,308,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,309,0BYTlVmPqa5Oc9iJzkXhVg,USA560988340,Caprice No. 5,Niccolò Paganini,175813,,short_term,309,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,310,0KFPsX30uBNCDpkgdz0JrV,GBF077900300,'O sole mio (Arr. Chiaramello for Tenor & Orchestra),Eduardo di Capua | Alfredo Mazzucchi | Luciano Pavarotti | National Philharmonic Orchestra | Giancarlo Chiaramello,202680,,short_term,310,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,313,6NiKl1DJJUj7aJut1JbElY,GBAYC9902250,"Paganini: 24 Caprices, Op. 1: No. 2 in B Minor",Niccolò Paganini | Itzhak Perlman,163866,,short_term,313,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,314,7x0TQDEhEjaug0YRVxew7v,FRZ209901390,"Paganini: 24 Caprices, Op. 1: No. 1 in E Major",Niccolò Paganini | Alexander Markov,116733,,short_term,314,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,315,00MT1y8hSLboKdlGE2X8wH,HKI199704326,"Mendelssohn - Lieder, S547/R217 (7 Lieder From Mendelssohn, Op, 19a, 34, 47): Wasserfahrt",Joseph Banowetz | Franz Liszt,157626,,short_term,315,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,316,07W9DzKqaXCSL9niXf6BGf,GBLTP0600031,Out of the Blue - 2006 Remaster,David Gilmour,220853,,short_term,316,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,317,0CkwffTDfwSMbt87jeGEys,USBB19601154,Where or When,Benny Goodman Trio,203840,,short_term,317,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,318,0EWrS5A1Zeav3dTmhEVkmr,USMR18930346,"Manhattan Project - Live In Phoenix, Arizona/1988",Rush,318800,,short_term,318,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,319,0Ea3kkPW4LIC0BnbolZw1R,USFF29030315,Ashokan Farewell,Fiddle Fever,245200,,short_term,319,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,320,0H1bN2MLwNuJCu3w9QuuBO,GBCBR0300294,Girl Goodbye - Live,TOTO,223933,,short_term,320,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,321,0KusMtfwkVyZpl8kV3QJYU,USSM12503785,"Forgotten Melodies I, Op. 38: VIII. Alla reminiscenza",Nikolai Medtner | Alexander Malofeev,153080,,short_term,321,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,322,0NPBEx8pbKVXOtnUb56kcq,BKNKT2401152,Funky Fanfare,Carnaby Street Pop Orchestra,148356,,short_term,322,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,323,0Us9eQUEPZrXnQi6wgOsKJ,USSM12503786,"2 Fairy Tales, Op. 48: No. 2, Tale of the Elves",Nikolai Medtner | Alexander Malofeev,230626,,short_term,323,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,324,0VX8ptOQhUt1SIOHYLZGNN,USUM70503557,Stardust,Hoagy Carmichael,146346,,short_term,324,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,325,0Vli4Bwguk2pci3IHp4yWx,HKI199328922,"Concerto Grosso In D Minor, Op. 3, No. 11, RV 565: II. Largo E Spiccato",Antonio Vivaldi | Capella Istropolitana,144573,,short_term,325,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,326,0a72vqfDbmuCc5qoXa2XQv,QZES62208692,Cottagecore Dreams,Piano House,122374,,short_term,326,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,327,0eInL1bLAFdHJDL04R0OCP,USBB10600043,Two Sleepy People,Fats Waller,183560,,short_term,327,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,328,0ggbepNvsNEhfGiaHvfMrk,GBAYC2102814,"Franck / Transc. Bauer: Prélude, Fugue et Variation Op. 18, CFF 30B (transcr. H. Bauer) – II. Lento + III. Fugue (Allegretto ma non troppo)",César Franck | Mariam Batsashvili,202853,,short_term,328,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,329,0jIxlloOV1IC8ANskrmjuz,GBBBC2200367,"Come, Sweet Death, BWV 478 (Arr. for 5 Cellos)",Sheku Kanneh-Mason | Hannah Roberts | Ben Davies | Desmond Neysmith | Max Ruisi,197200,,short_term,329,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,330,0rDQYwfq0xrwVjbllMXbba,DEN961701555,"Partita for Violin Solo No. 2 in D Minor, BWV 1004: V. Chaconne",Johann Sebastian Bach | Daniel Lozakovich,899626,,short_term,330,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,331,0u7i81DQkfM1ksK9VdLjmz,QZES82014733,Wind,prm. | Paul Roggenbuck,80245,,short_term,331,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,332,0vZ97gHhemKm6c64hTfJNA,GBAYE0601639,"Hello, Goodbye - Remastered 2009",The Beatles,208840,,short_term,332,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,333,0wkq1XMWsmBv1i01sxw4fA,DEN962300192,"Piano Sonata No. 3 in F-Sharp Minor, Op. 23: II. Allegretto",Yuja Wang,170224,,short_term,333,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,334,0xKnnlfjQOE6pOHfRMWKmX,USSM10501937,Isn't This a Lovely Day (with Johnny Green & His Orchestra),Fred Astaire | Johnny Green & His Orchestra,195373,,short_term,334,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,335,15YN4pQxF2GXFaxBQ2PWXD,HKI192527604,"5 Morceaux de fantaisie, Op. 3: No. 4, Polichinelle",Sergei Rachmaninoff | Boris Giltburg,223840,,short_term,335,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,336,178ZWJ6873V8oDhzqfYgOa,HKI199911317,"Overture (Suite) No. 3 In D Major, BWV 1068: III. Gavotte I And II",Cologne Chamber Orchestra | Johann Sebastian Bach,249200,,short_term,336,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,338,1Fn64eCx8CksXqEo2p8nz3,HKI199911313,"Overture (Suite) No. 2 In B Minor, BWV 1067 : VI. Menuet",Cologne Chamber Orchestra | Johann Sebastian Bach,80000,,short_term,338,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,341,1KVuWb4s8vKwfcaCTruMOZ,HKI199910615,"Concerto in C minor, BWV 1060: III. Allegro",Johann Sebastian Bach | Christian Hommel | Lisa Stewart | Cologne Chamber Orchestra | Helmut Müller-Brühl,201000,,short_term,341,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,342,1Qd7HazxX1k8YNP72lD3qv,GBAYC1800351,"Mendelssohn: Fantasie, Op. 28: II. Allegro con moto",Felix Mendelssohn | Doomin Kim,137320,,short_term,342,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,343,1UD6sgOfvaUBpvw0Mj4ykY,USSM12503779,"Forgotten Melodies I, Op. 38: II. Danza graziosa",Nikolai Medtner | Alexander Malofeev,199480,,short_term,343,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,344,1WYSzWGFN5r7vs0j1bDf3y,SE5Q51805987,The Appalachian Trail,Hunter Quinn,128443,,short_term,344,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,345,1YH3geH5f4BCaXNoLV7Za3,IEACJ1600067,Tamacun (Remastered),Rodrigo y Gabriela,205801,,short_term,345,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,349,1uUgWZNZ68nc2ULCNa5N97,QM7YK2300258,Rock & Roll Machine,Triumph | Sebastian Bach,290601,,short_term,349,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,350,1upQiytDIEZfl9ItruoXuC,GBAYC0201575,"Handel / Orch. Hale: Keyboard Suite No. 4 in D Minor, HWV 437: III. Sarabande",George Frideric Handel | Alexander Briger | Academy of St. Martin in the Fields,207266,,short_term,350,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,351,1wRwsILmh1KAu0EZzJepAp,QZ22B1974217,"Goodbye (From ""Hachiko: A Dog's Story"") [Piano Solo]",Juggernoud1,129159,,short_term,351,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,352,1yDCp0j1KjCXxL4kPZXq7Y,DE1QW2607251,"Lyrische Stucke. Op. 43, No.6. To Spring. (An Den Fruling) - Duo-Art 5888",Edvard Grieg | Clarence Adler | Peter Phillips,183800,,short_term,352,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,353,1zTEP1xkU5bZbJSIXoA8wq,AEA0Q2182007,Little Things,Adrián Berenguer,184500,,short_term,353,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,354,20pfp5KREnDWhLYeMP0rr5,GBAYE1601701,Childhood's End? - 2017 Remaster,Marillion,272440,,short_term,354,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,355,22aaPppUbLkufXZT0GroV8,GBELP0500145,"Bach, JS : Well-Tempered Clavier Book 2 : Prelude No.3 in C sharp major BWV872",Daniel Barenboim,120240,,short_term,355,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,356,23PxZxEAHqQk7ZmyMAwQQQ,GBF078911493,"Concerto for Lute, 2 Violins and Continuo in D major, RV 93: 3. Allegro",Antonio Vivaldi | Tom Finucane | New London Consort | Philip Pickett,152733,,short_term,356,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,357,24cgBBhZD1cWekUqaYuqTB,DEN961101770,"Orfeo ed Euridice, Wq. 30: Dance of the Blessed Spirits ""Melody"" (Arr. Sgambati for Piano)",Christoph Willibald Gluck | Yuja Wang,181546,,short_term,357,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,358,27145diX1C7BE6m6FzONqb,USMC17226000,Funny Face,Donna Fargo,166360,,short_term,358,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,359,28QFsbJu659jZoZXbzFFfD,HKI199636307,"2 Musical Sketches, ""2 Klavierstucke"": Andante cantabile in B-Flat Major",Felix Mendelssohn | Benjamin Frith,153720,,short_term,359,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,360,2Bc6WSraFGZOw1YrcOFiHM,SEAEC2460090,"Am Meer, S. 560/4 (After Schubert, D. 957/12)",Franz Liszt | Alexandre Kantorow,235666,,short_term,360,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,362,2LKMUX3iN0tQOvggbalydj,USQX91500824,"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)",Camille Saint-Saëns | Yo-Yo Ma | Kathryn Stott,174266,,short_term,362,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,363,2MOnLdZkD4GNngzfYaa8QQ,CH1400211402,"Toccata and Fugue in D Minor, BWV 565 (Arr. by Cord Garben): II. Fugue",Johann Sebastian Bach | Sefika Kutluer | Cord Garben | Berliner Philharmoniker,303080,,short_term,363,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,365,2Tz7fLm0pWasWCCfJiHPlJ,DEN961502140,"Herz und Mund und Tat und Leben, Cantata BWV 147: Jesu, Joy of Man's Desiring (Arr. Myra Hess for Piano)",Johann Sebastian Bach | Rafal Blechacz,243373,,short_term,365,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,367,2ff6ILugtshFUiWIVu83B9,USWB10100647,Baroque-A-Nova,Mason Williams,133666,,short_term,367,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,368,2ijBcYi7FZXt7bvuVb7NQz,USPR35200119,'S Wonderful,Fred Astaire,175386,,short_term,368,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,369,2mQNIuPvWqI7uSJRGvKBXZ,KRUM71100216,"Capriccio In C Major, Op. 76 No. 8",Johannes Brahms | Kun-Woo Paik,169293,,short_term,369,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,370,2qpY7SWPPP76wN84KTlQX4,TCAHH2383218,Don Juan Serenade,Valentina Lisitsa,153627,,short_term,370,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,371,2sqhid2MBYJCZWPrLjsUbP,USSM19604968,"Violin Partita No. 3 in E Major, BWV 1006: I. Preludio",Johann Sebastian Bach | Hilary Hahn,214266,,short_term,371,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,373,2y59HKXmIFd9NIghLdP5sR,USWB19904174,End of a Dream,Eric Weissberg | Steve Mandell,109973,,short_term,373,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,374,30AECpWqRGpyPtUWlIdvWJ,USRH11601132,Inside Out - Live 1990,Phil Collins,331680,,short_term,374,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,375,318jLr9oY0UrxYqyUHCfBA,DEN961903320,The Arts and the Hours,Víkingur Ólafsson | Jean-Philippe Rameau,285442,,short_term,375,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,376,35cbV1SEL8IWdXR3a1tckb,GBELP0400175,"Bach, JS : Well-Tempered Clavier Book 1 : Prelude No.3 in C sharp major BWV848",Daniel Barenboim,79626,,short_term,376,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,377,37MNcJhL9KOaXnt0NQrokr,USSM18100503,"Goldberg Variations, BWV 988: Aria",Johann Sebastian Bach | Glenn Gould,185120,,short_term,377,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,378,384YYUfgIsaYKHaqZzxXVP,USSM12503781,"Forgotten Melodies I, Op. 38: IV. Canzona fluviala",Nikolai Medtner | Alexander Malofeev,183973,,short_term,378,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,381,3C99TRw1M1uGg0jTkCX9FX,FRZ132603006,"6 Consolations, S. 172: III. Lento placido",Franz Liszt | Stella Almondo,241986,,short_term,381,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,382,3GBdi14u3jYzQCkIBTuoMu,HKI199636308,"2 Musical Sketches, ""2 Klavierstucke"": Presto agitato in G Minor",Felix Mendelssohn | Benjamin Frith,157680,,short_term,382,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,384,3NaQ3BFKDXjpv254bWeV0S,HKI199204111,Oboe Concerto in D Minor: II. Adagio,Alessandro Marcello | Jozsef Kiss | Budapest Ferenc Erkel Chamber Orchestra,254386,,short_term,384,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,385,3RY6FUqBW9fV9L0RNVq3aT,HKI199648703,"Concerto For 2 Keyboards In C Minor, BWV 1060: III. Allegro",Cologne Chamber Orchestra | Michael Behringer | Robert Hill | Johann Sebastian Bach,221800,,short_term,385,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,387,3Wwy5wlxd8CpKMZGc4Mgjf,USMC16350518,Pipeline,The Chantays,139253,,short_term,387,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,388,3XZ2DJ54tNJoPJ3xL3Jxfq,FRZ209644100,"Mendelssohn: Songs Without Words, Book II, Op. 30: No. 6, Allegretto tranquillo, MWV U110 ""Venetian Boat Song""",Felix Mendelssohn | Georges Pludermacher,132000,,short_term,388,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,390,3YPIdokgXd71oUhRG9Gk9l,COF010600727,If I Had You,Benny Goodman,182293,,short_term,390,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,391,3YtnnPB8j1OVOo3CS4sLNZ,QM6P41932563,Feuding Banjos,Eric Weissberg,116933,,short_term,391,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,392,3aaeRQeZKFkGFPdg4nhwX2,USMC13762896,Bei Mir Bist Du Schoen,Ella Fitzgerald and Her Savoy Eight,183066,,short_term,392,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,394,3iTkd7x5X2LIVKu7JNwqHR,GBBBN6800001,Albatross - 2018 Master,Fleetwood Mac,191106,,short_term,394,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,395,3yZEUIdqCvuPvxVXWETXBL,HKI199648707,"Concerto For 2 Keyboards In C Minor, BWV 1062: I. - Allegro",Cologne Chamber Orchestra | Michael Behringer | Robert Hill | Johann Sebastian Bach,207973,,short_term,395,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,396,40GgX0YMx1QEKdpNmNJGMG,DELE21612407,"Toccata & Fugue in D Minor, BWV 565 (Transc. I. Friedman): Toccata",Johann Sebastian Bach | Roberto Cominati,156573,,short_term,396,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,397,41ujv4mhxlqR8nlnieDpDp,DEF057730030,"La traviata, Act I: Libiamo ne' lieti calici ""Brindisi""",Giuseppe Verdi | Ileana Cotrubas | Plácido Domingo | Chor der Bayerischen Staatsoper | Bavarian State Orchestra | Carlos Kleiber,175506,,short_term,397,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,398,41xh0S7KvmpSeQq3jjWxIC,GBAYC1102588,"Bach, JS: Concerto for Four Pianos in A Minor, BWV 1065: I. Allegro",Johann Sebastian Bach | Alexandre Tharaud | Les Violons du Roy | Bernard Labadie,226893,,short_term,398,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,399,432wVZnpi6ZWQI4ak714On,GBAYC2501190,"Scarlatti, D: Keyboard Sonata in D Minor, Kk. 1",Domenico Scarlatti | David Fray,134986,,short_term,399,,,,unmatched,,,,,,no_ds001_candidate,2.500000
top_tracks,400,437flh1ruQQncb41Go81pR,TCAJX2584357,"Piano Sonata No. 30 in E Major, Op. 109 III. Variation 2",Valentina Lisitsa,108874,,short_term,400,,,,unmatched,,,,,,no_ds001_candidate,2.500000
